bath,bed,garden,mq,name,parking,pool,price,province,region,town,town2,type,url
1,1,,310,"Montescudaio, Pisa, Tuscany",,,395000,Pisa,Tuscany,Montescudaio,Montescudaio,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montescudaio-1-bedroom-villa-tuscany-for-sale-a3165rv2336523a/
8,9,,623,"Castiglione del Lago, Perugia, Umbria",1,1,1460000,Perugia,Umbria,"Castiglione del Lago, Perugia, Umbria, 06061, Italia",Castiglione del Lago,Agriturismo,https://www.italianhousesforsale.com/property-in-italy/a-timeless-retreat-in-the-heart-of-umbria/
3,4,,277,"Massa Martana, Perugia, Umbria",1,,330000,Perugia,Umbria,"Massa Martana, Perugia, Umbria, 06056, Italia",Massa Martana,Country House,https://www.italianhousesforsale.com/property-in-italy/live-in-the-countryside/
9,9,,32755,"Monteverdi Marittimo, Pisa, Tuscany",,,945000,Pisa,Tuscany,Monteverdi Marittimo,Monteverdi Marittimo,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monteverdi-marittimo-9-bedrooms-farmhouse-tuscany-for-sale-a9591ta2299318a/
5,5,,417,"Orbetello, Grosseto, Tuscany",,,850000,Grosseto,Tuscany,Orbetello,Orbetello,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-orbetello-5-bedrooms-farmhouse-tuscany-for-sale-a7631ta2479337a/
8,8,,639,"Macerata, Le Marche",1,1,1650000,Macerata,Le Marche,"Castelraimondo, Macerata, 62022, Italia",,Country Estate,https://www.italianhousesforsale.com/property-in-italy/elegant-countryside-retreat-with-stunning-sibillini-views-le-marche/
1,1,,265,"Trequanda, Siena, Tuscany",,,710000,Siena,Tuscany,Trequanda,Trequanda,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-trequanda-1-bedroom-farmhouse-tuscany-for-sale-a6380ta1006080a/
1,1,,40,"Pisa, Tuscany",,,150000,Pisa,Tuscany,,,Apartment,https://www.italianhousesforsale.com/property-in-italy/for-sale-in-tuscany-1333943-1721-fl-1824mg/
6,10,,340,"Collemezzano Alto, Livorno, Tuscany",,,1550000,Livorno,Tuscany,,Collemezzano Alto,Country House,https://www.italianhousesforsale.com/property-in-italy/for-sale-in-tuscany-1333402-1721-fl-1815dg/
1,2,,108,"Le Badie, Pisa, Tuscany",,,328000,Pisa,Tuscany,,Le Badie,Villa,https://www.italianhousesforsale.com/property-in-italy/for-sale-in-tuscany-1271122-1721-fl-1411cp/
1,2,,75,"Montecerboli, Pisa, Tuscany",,,85000,Pisa,Tuscany,,Montecerboli,Apartment,https://www.italianhousesforsale.com/property-in-italy/for-sale-in-tuscany-1304777-1721-fl-1610sb/
3,4,,450,"Pomaia, Pisa, Tuscany",,,400000,Pisa,Tuscany,,Pomaia,Country House,https://www.italianhousesforsale.com/property-in-italy/for-sale-in-tuscany-1270032-1721-fl-1407cp/
3,3,,156,"Firenze, Firenze, Tuscany",,,780000,Firenze,Tuscany,Firenze,Firenze,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-firenze-3-bedrooms-flat-tuscany-for-sale-a10057ra66067/
7,5,,,"Baschi, Terni, Umbria",,,1300000,Terni,Umbria,,Baschi,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-baschi-terni-umbria-ge9157/
0,0,,,"Elice, Pescara, Abruzzo",,,92000,Pescara,Abruzzo,,Elice,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-abruzzo-pescara-elice-el1108/
1,2,,76,"Pisa, Tuscany",,,106000,Pisa,Tuscany,,,Apartment,https://www.italianhousesforsale.com/property-in-italy/for-sale-in-tuscany-1337305-1721-fl-1838cp/
1,2,,,"Salò, Brescia, Lombardia",,,285000,Brescia,Lombardia,,Salò,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-salo-centro-93625_374017_lv-1335/
1,2,,,"Salò, Brescia, Lombardia",,,400000,Brescia,Lombardia,,Salò,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-salo-gardasee-93625_374029_lv-1336/
2,2,,,"Peschiera del Garda, Verona, Veneto",,,480000,Verona,Veneto,,Peschiera del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-peschiera-del-garda-veneto-93625_374207_sv-6462/
2,4,,,"Desenzano del Garda, Brescia, Lombardia",,,780000,Brescia,Lombardia,,Desenzano del Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_374257_dv-517/
4,4,,,"San Casciano dei Bagni, Siena, Tuscany",,,1550000,Siena,Tuscany,,San Casciano dei Bagni,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-casciano-dei-bagni-siena-tuscany-ge1926/
2,3,,,"Fabro, Terni, Umbria",,,150000,Terni,Umbria,,Fabro,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-fabro-terni-umbria-ge9768/
3,2,,,"Garda, Verona, Veneto",,,760000,Verona,Veneto,,Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-garda-garda-93625_372863_gv0158/
7,5,,,"Torri del Benaco, Verona, Veneto",,,2780000,Verona,Veneto,,Torri del Benaco,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torri-del-benaco-torri-del-benaco-93625_373591_gv0156/
2,2,,,"Desenzano del Garda, Brescia, Lombardia",,,405000,Brescia,Lombardia,,Desenzano del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_373799_dv-508/
4,4,,,"Lonato del Garda, Brescia, Lombardia",,,1570000,Brescia,Lombardia,,Lonato del Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lonato-del-garda-gardasee-93625_373873_dv-509/
2,3,,250,"Torrita di Siena, Siena, Tuscany",,,130000,Siena,Tuscany,,Torrita di Siena,Villa,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp2535/
16,16,,835,"Arezzo, Arezzo, Tuscany",,,1850000,Arezzo,Tuscany,,Arezzo,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-arezzo-toscana-arz2075/
2,2,,,"Pisa, Tuscany",,,275000,Pisa,Tuscany,,,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-chianni-toscana-italy-casamerlino2450larch/
3,4,,,"Soiano del Lago, Brescia, Lombardia",,,985000,Brescia,Lombardia,,Soiano del Lago,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-soiano-del-lago-gardasee-93625_105941_pv005541/
2,2,,,"Solto Collina, Bergamo, Lombardia",,,328000,Bergamo,Lombardia,,Solto Collina,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-solto-collina-lombardei-93625_341991_is-52/
7,8,,458,"Sarteano, Siena, Tuscany",,,1650000,Siena,Tuscany,,Sarteano,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-val3307/
4,6,,500,"Sinalunga, Siena, Tuscany",,,485000,Siena,Tuscany,,Sinalunga,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-sin3303/
2,3,,250,"Montalcino, Siena, Tuscany",,,1050000,Siena,Tuscany,,Montalcino,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mon3290/
2,3,,100,"Castiglione del Lago, Perugia, Umbria",,,275000,Perugia,Umbria,,Castiglione del Lago,Villa,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-perugia-umbria-cdl772/
9,11,,580,"Città della Pieve, Perugia, Umbria",,,990000,Perugia,Umbria,,Città della Pieve,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-perugia-umbria-cdp2665/
12,5,,3369,"Montepulciano, Siena, Tuscany",,,6000000,Siena,Tuscany,,Montepulciano,Agriturismo,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp2501/
2,3,,110,"Volterra, Pisa, Tuscany",,,150000,Pisa,Tuscany,"Volterra, Pisa, Toscana, 56048, Italia",Volterra,Terratetto,https://www.italianhousesforsale.com/property-in-italy/3-bedrooms-townhouse-in-volterra-centre-with-2-balconies/
1,2,,89,"Siena, Siena, Tuscany",1,1,235000,Siena,Tuscany,"Asciano, Siena, Toscana, 53041, Italia",Siena,Apartament,https://www.italianhousesforsale.com/property-in-italy/between-sky-and-clay-hills/
2,3,,124,"Palermo, Palermo, Sicily",,,240000,Palermo,Sicily,,Palermo,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-palermo-sicilia-italy-appartamento-ballaro-palermo-pis/
1,1,,80,"Bivona, Agrigento, Sicily",,,49000,Agrigento,Sicily,"Piazza San Paolo, Santa Filomena, Bivona, Agrigento, Sicilia, 92010, Italia",Bivona,Apartment,https://www.italianhousesforsale.com/property-in-italy/apt-in-sicily-apt-trizzino-bivona-ag/
3,4,,370,"Ete, Fermo, Le Marche",1,,195000,Fermo,Le Marche,"Fermo, Marche, Italia",Ete,Country House,https://www.italianhousesforsale.com/property-in-italy/casolare-ete/
3,4,,170,"Orvieto, Terni, Umbria",,,265000,Terni,Umbria,"Monteleone d'Orvieto, Terni, Umbria, 05017, Italia",Orvieto,Sky-Earth,https://www.italianhousesforsale.com/property-in-italy/characteristic-sky-earth-with-garden-in-monteleone-dorvieto/
2,3,,205,"Narni, Terni, Umbria",1,,480000,Terni,Umbria,"Strada della Scogliara, La Scogliara, Testaccio, Narni, Terni, Umbria, 05035, Italia",Narni,Villetta,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-narni-terni-umbria-cbi134-1917-181/
1,3,,200,"Ripatransone, AscoliPiceno, Le Marche",1,,150000,Ascoli Piceno,Le Marche,"Ripatransone, Ascoli Piceno, Marche, 63065, Italia",Ripatransone,Country House,https://www.italianhousesforsale.com/property-in-italy/casale-tosciano/
12,12,,900,"Seggiano, Grosseto, Tuscany",,,1950000,Grosseto,Tuscany,,Seggiano,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-grosseto-toscana-val2655/
4,3,,330,"Massa Martana, Perugia, Umbria",,,1285000,Perugia,Umbria,,Massa Martana,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-perugia-umbria-per1993/
1,2,,50,"Perugia, Umbria",1,,70000,Perugia,Umbria,"Montepetriolo, Perugia, Umbria, 06072, Italia",,Semi-detached House,https://www.italianhousesforsale.com/property-in-italy/p050/
2,2,,140,"Alessandria della Rocca, Agrigento, Sicily",,,29500,Agrigento,Sicily,"Via Bellini, 92010 Alessandria della Rocca",Alessandria della Rocca,Townhouse,https://www.italianhousesforsale.com/property-in-italy/panoramic-townhouse-in-sicily-galota-alessandria/
3,6,,369,"Asciano, Siena, Tuscany",,,1390000,Siena,Tuscany,,Asciano,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-asc3262/
1,2,,120,"Montepulciano, Siena, Tuscany",,,380000,Siena,Tuscany,,Montepulciano,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp3270/
1,2,,64,"Montepulciano, Siena, Tuscany",,,150000,Siena,Tuscany,,Montepulciano,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp3167/
2,4,,250,"Montepulciano, Siena, Tuscany",,,390000,Siena,Tuscany,,Montepulciano,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp3152/
2,3,,180,"Montepulciano, Siena, Tuscany",,,220000,Siena,Tuscany,,Montepulciano,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp3132/
45,43,,2634,"Magione, Perugia, Umbria",,,1500000,Perugia,Umbria,,Magione,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-perugia-umbria-mag3134/
5,4,,207,"Santa Margherita Ligure, Genova, Liguria",,,4200000,Genova,Liguria,,Santa Margherita Ligure,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-genova-liguria-sml3314_1/
2,2,,101,"Santa Margherita Ligure, Genova, Liguria",,,995000,Genova,Liguria,,Santa Margherita Ligure,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-genova-liguria-sml3316/
2,3,,280,"Città della Pieve, Perugia, Umbria",,,295000,Perugia,Umbria,,Città della Pieve,Villa,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-perugia-umbria-cdp3311/
1,4,,270,"Panicale, Umbria",1,1,1300000,Panicale,Umbria,"Via Vieniche, Lemura, Panicale, Perugia, Umbria, 06068, Italia",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/podere-cigno-p001/
3,3,,177,"Santa Margherita Ligure, Genova, Liguria",,,3950000,Genova,Liguria,,Santa Margherita Ligure,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-genova-liguria-sml3314_4/
4,4,,140,"Santa Margherita Ligure, Genova, Liguria",,,2800000,Genova,Liguria,,Santa Margherita Ligure,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-genova-liguria-sml3314_3/
4,4,,177,"Santa Margherita Ligure, Genova, Liguria",,,3570000,Genova,Liguria,,Santa Margherita Ligure,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-genova-liguria-sml3314_2/
1,1,,,"Magione, Perugia, Umbria",,,98000,Perugia,Umbria,,Magione,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-magione-perugia-umbria-ge9694/
4,4,,,"Civitella In Val Di Chiana, Arezzo, Tuscany",,,1490000,Arezzo,Tuscany,,Civitella In Val Di Chiana,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-civitella-in-val-di-chiana-arezzo-tuscany-ge9716/
4,4,,225,"Grosseto, Tuscany",1,,850000,Grosseto,Tuscany,"Follonica, Grosseto, Toskana, 58022, Italien",,Villa,https://www.italianhousesforsale.com/property-in-italy/beautiful-villa-near-the-sea/
1,2,,,"Bisenti, Teramo, Abruzzo",,,138000,Teramo,Abruzzo,,Bisenti,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-abruzzo-teramo-bisenti-el1106/
2,3,,,"Castiglione Messer Raimondo, Teramo, Abruzzo",,,59000,Teramo,Abruzzo,,Castiglione Messer Raimondo,Townhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-abruzzo-teramo-castiglione-messer-raimondo-el1107/
6,6,,,"Montalcino, Siena, Tuscany",,,,Siena,Tuscany,,Montalcino,Price on application,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montalcino-siena-tuscany-ge7971/
3,4,,,"Cortona, Arezzo, Tuscany",,,1150000,Arezzo,Tuscany,,Cortona,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-arezzo-tuscany-ge8898/
4,8,,,"Panicale, Perugia, Umbria",,,395000,Perugia,Umbria,,Panicale,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-panicale-perugia-umbria-ge9495/
4,4,,,"Rosignano Marittimo, Livorno, Tuscany",,,1290000,Livorno,Tuscany,,Rosignano Marittimo,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rosignano-marittimo-livorno-tuscany-ge9627/
8,14,,,"San Vincenzo, Livorno, Tuscany",,,5000000,Livorno,Tuscany,,San Vincenzo,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-vincenzo-livorno-tuscany-ge9630/
3,4,,,"Fabro, Terni, Umbria",,,1100000,Terni,Umbria,,Fabro,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-fabro-terni-umbria-ge9671/
3,3,,,"Spoleto, Perugia, Umbria",,,330000,Perugia,Umbria,,Spoleto,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-spoleto-perugia-umbria-ge9679/
3,2,,,"Arrone, Terni, Umbria",,,379000,Terni,Umbria,,Arrone,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-arrone-terni-umbria-ge9714/
1,2,,,"Gubbio, Perugia, Umbria",,,195000,Perugia,Umbria,,Gubbio,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gubbio-perugia-umbria-ge9757/
0,0,,,"Panicale, Perugia, Umbria",,,730000,Perugia,Umbria,,Panicale,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-panicale-perugia-umbria-ge9548/
7,7,,,"Montespertoli, Firenze, Tuscany",,,1400000,Firenze,Tuscany,,Montespertoli,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montespertoli-firenze-tuscany-ge9618/
4,5,,,"Chiusi, Siena, Tuscany",,,250000,Siena,Tuscany,,Chiusi,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-chiusi-siena-tuscany-ge9687/
22,16,,1150,"Grosseto, Tuscany",1,,2700000,Grosseto,Tuscany,"Grosseto, Toskana, Italien",,Agriturismo,https://www.italianhousesforsale.com/property-in-italy/exclusive-agriturismo-property-in-a-prime-location/
4,4,,,"Piegaro, Perugia, Umbria",,,275000,Perugia,Umbria,,Piegaro,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-piegaro-perugia-umbria-ge9711/
13,17,,,"Castiglione del Lago, Perugia, Umbria",,,1580000,Perugia,Umbria,,Castiglione del Lago,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castiglione-del-lago-perugia-umbria-ge8026/
2,3,,,"Castiglione del Lago, Perugia, Umbria",,,510000,Perugia,Umbria,,Castiglione del Lago,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castiglione-del-lago-perugia-umbria-ge9328/
2,2,,,"Cetona, Siena, Tuscany",,,325000,Siena,Tuscany,,Cetona,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cetona-siena-tuscany-ge9348/
4,4,,,"Assisi, Perugia, Umbria",,,1200000,Perugia,Umbria,,Assisi,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-assisi-perugia-umbria-ge9497/
3,3,,350,"Poppi, Arezzo, Tuscany",,,580000,Arezzo,Tuscany,"Poppi, Unione dei Comuni Montani del Casentino, Arezzo, Toscana, 52014, Italia",Poppi,Townhouse,https://www.italianhousesforsale.com/property-in-italy/stone-house-in-a-17th-century-hamlet-in-casentino/
2,5,,239,"Pisa, Tuscany",1,,300000,Pisa,Tuscany,"Fauglia, Pisa, Toskana, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/rustico-in-need-of-renovation-with-potential/
8,6,,743,"Siena, Tuscany",,,730000,Siena,Tuscany,"Poggibonsi, Siena, Toscana, 53036, Italia",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/prestigious-former-cooking-school-in-an-ancient-farmhouse/
14,13,,820,"Gubbio, Perugia, Umbria",1,1,1800000,Perugia,Umbria,Localita Pieve D'Agnano,Gubbio,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gubbio-perugia-umbria-cbi160-2553-122/
3,4,,,"Santa Maria a Monte, Tuscany, Tuscany",,1,600000,Tuscany,Tuscany,,Santa Maria a Monte,Country House,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-santa-maria-a-monte-v620512-x/
3,3,,,"San Casciano dei Bagni, Siena, Tuscany",,,590000,Siena,Tuscany,,San Casciano dei Bagni,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-casciano-dei-bagni-siena-tuscany-ge7999/
1,1,,,"Desenzano del Garda, Brescia,",,,314000,Brescia,,,Desenzano del Garda,Bed:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_373909_dv-511/
1,1,,,"Desenzano del Garda, Brescia,",,,394000,Brescia,,,Desenzano del Garda,Bed:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_373921_dv-512/
